Hot-film,,Vertical plane,,Horizontal plane,
X,Y,X,Y,X,Y
,,1.1631205673758864,0.466549295774648,0.8014184397163121,0.1109154929577465
,,1.1465721040189125,0.5000000000000001,0.8250591016548462,0.13556338028169024
,,1.1323877068557917,0.5281690140845071,0.8534278959810874,0.16373239436619724
,,1.1134751773049643,0.5475352112676057,0.879432624113475,0.20422535211267612
,,1.0945626477541368,0.5528169014084509,0.9030732860520093,0.21478873239436636
,,1.0803782505910164,0.5598591549295775,0.9290780141843972,0.221830985915493
,,1.0638297872340425,0.38732394366197187,1.0307328605200943,0.4066901408450705
,,0.983451536643026,0.2693661971830986,1.0591016548463354,0.5809859154929579
,,0.9669030732860521,0.244718309859155,1.085106382978723,0.5985915492957747
,,0.9503546099290777,0.20774647887323938,1.1087470449172576,0.5598591549295775
,,0.9314420803782505,0.17781690140845074,1.1323877068557917,0.5070422535211269
,,0.9172576832151299,0.15316901408450712,1.1607565011820329,0.4542253521126761
,,0.900709219858156,0.13556338028169024,1.186761229314421,0.4031690140845071
,,0.8841607565011821,0.12147887323943662,1.210401891252955,0.36267605633802824
,,0.8699763593380615,0.10563380281690138,1.2364066193853427,0.318661971830986
,,0.8534278959810874,0.096830985915493,1.2647754137115839,0.27464788732394374
,,0.8392434988179668,0.08978873239436613,1.2907801418439715,0.23239436619718323
,,0.8203309692671393,0.0880281690140845,1.3144208037825056,0.20070422535211274
,,0.8014184397163121,0.08626760563380287,1.3427895981087468,0.1390845070422535
,,0.7872340425531915,0.08626760563380287,,
,,0.7730496453900707,0.08274647887323938,,
,,0.7541371158392435,0.08098591549295775,,
,,0.7375886524822693,0.07746478873239437,,
,,0.7210401891252954,0.07394366197183111,,
,,0.7044917257683213,0.07218309859154926,,
,,0.6879432624113474,0.07570422535211274,,
,,0.6713947990543735,0.07922535211267612,,
,,0.6572104018912529,0.08274647887323938,,
,,0.6382978723404255,0.08274647887323938,,
,,0.6241134751773049,0.08098591549295775,,
,,0.6075650118203307,0.07922535211267612,,
,,0.5886524822695035,0.07570422535211274,,
,,0.5744680851063829,0.07218309859154926,,
,,0.5555555555555552,0.07042253521126762,,
,,0.49172576832151293,0.08274647887323938,,
,,0.5082742316784868,0.07922535211267612,,
,,0.5248226950354608,0.07394366197183111,,
,,0.5413711583924349,0.07042253521126762,,
